chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
100,100,193111,0,0,3,-3,2,3,2.0,1.5,1,Todd,2.0,287,False,,2020-01-24T15:00:18.019788Z,48,193111.jpg,3.4,Cantwell,19.9,False,,a,14,45,100,3558505,3743,2311804,5737,0.4,20.8,Cantwell,2067,6,2,6,41,0,0,0,4,0,0,10,368,480.0,434.8,616.0,152.6
100,100,87396,0,0,-2,2,0,3,0.0,-0.5,0,Moritz,0.0,288,False,,2019-09-13T13:30:19.474643Z,43,87396.jpg,1.8,Leitner,0.2,False,,a,14,45,16,25119,33,31959,44,0.0,3.7,Leitner,683,0,0,1,16,0,0,0,1,0,0,0,102,106.8,127.7,53.0,28.8
100,100,18665,0,0,0,0,0,3,2.2,1.7,2,Alexander,2.2,289,False,,2020-03-03T15:00:27.123060Z,45,18665.jpg,2.4,Tettey,0.4,False,,a,14,45,55,48950,166,40007,141,0.5,12.2,Tettey,1782,1,1,5,30,0,0,0,4,0,0,3,310,290.4,105.9,138.0,53.5
100,100,90440,0,0,-1,1,0,3,0.0,-0.5,0,Tom,0.0,290,False,,2019-09-04T09:00:11.384947Z,44,90440.jpg,1.8,Trybull,0.6,False,,a,14,45,25,47207,5,74763,37,0.0,5.7,Trybull,1022,0,0,2,21,0,0,0,2,0,0,0,161,184.6,44.0,90.0,32.0
100,100,81048,0,0,-2,2,0,4,1.0,0.5,1,Josip,1.0,434,False,,2019-11-11T12:00:15.065845Z,53,81048.jpg,1.3,Drmic,0.1,False,,a,14,45,18,5253,10,14469,4,0.2,3.4,Drmic,215,1,0,0,3,0,0,0,0,0,0,0,47,45.4,24.3,175.0,24.4
0,0,124165,0,0,-4,4,0,3,0.0,0.0,0,Patrick,0.0,435,False,Joined Middlesbrough on loan until the end of the season on 2/1. - Expected back 01 Jul,2020-01-02T20:30:19.362679Z,51,124165.jpg,1.0,Roberts,0.0,False,,n,14,45,3,1547,0,7734,3,0.0,0.6,Roberts,24,0,0,0,2,0,0,0,0,0,0,0,12,4.4,0.6,0.0,0.5
0,0,28082,0,0,-1,1,0,1,0.0,0.0,0,Ralf,0.0,449,False,Personal Reasons - Expected back 14 Mar,2020-03-03T15:00:27.954303Z,44,28082.jpg,1.0,Fahrmann,0.3,False,,i,14,45,1,5195,3,26660,39,0.0,0.2,Fahrmann,21,0,0,0,1,0,0,0,0,0,1,0,6,4.0,0.0,0.0,0.4
0,0,113564,0,0,-1,1,0,2,0.0,0.0,0,Sam,0.2,454,False,Hamstring injury - Expected back 21 Jun,2020-02-15T19:30:19.770615Z,44,113564.jpg,1.9,Byram,0.1,False,,i,14,45,32,6513,1,11108,40,0.0,7.3,Byram,1292,0,0,3,23,0,0,0,4,0,0,2,201,273.2,109.2,218.0,60.2
0,0,101061,0,0,-1,1,0,2,0.0,0.0,0,Philip,0.0,484,False,Joined Nurnberg on loan until the end of the season on 4/1. - Expected back 01 Jul,2020-01-10T20:00:21.434889Z,39,101061.jpg,0.0,Heise,0.7,False,,n,14,45,0,52946,38,60562,114,0.0,0.0,Heise,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,128348,0,0,0,0,0,3,0.0,0.0,0,Ibrahim,0.0,507,False,Loan deal ended on 31/1,2020-01-31T23:00:20.708006Z,45,128348.jpg,1.6,Amadou,0.1,False,,u,14,45,18,11533,1,11370,22,0.0,4.0,Amadou,756,0,0,1,20,0,0,0,1,0,0,0,122,177.2,18.3,31.0,22.7
,,432735,0,0,-1,1,0,4,0.2,-0.3,1,Adam,0.2,538,False,,,44,432735.jpg,1.3,Idah,0.1,False,,a,14,45,4,17425,31,13989,33,0.0,0.9,Idah,68,0,0,0,3,0,0,0,0,0,0,0,12,3.0,1.5,4.0,0.9
,,233849,0,0,0,0,0,1,0.0,-0.5,0,Archie,0.0,551,False,,,40,233849.jpg,0.0,Mair,0.1,False,,a,14,45,0,6838,9,3540,11,0.0,0.0,Mair,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,232667,0,0,0,0,0,2,0.0,0.0,0,Akin,0.0,552,False,Joined St Mirren on loan until the end of the season on 8/1. - Expected back 01 Jul,2020-01-08T10:30:20.484548Z,40,232667.jpg,0.0,Famewo,0.1,False,,n,14,45,0,4618,0,4694,15,0.0,0.0,Famewo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
,,139110,0,0,-2,2,0,3,2.0,1.5,2,Ondrej,2.0,601,False,,,48,139110.jpg,2.7,Duda,0.1,False,,a,14,45,19,14563,26,7768,53,0.4,4.0,Duda,577,0,1,3,7,0,0,0,0,0,0,0,102,108.0,237.3,85.0,43.0
,,76306,0,0,0,0,0,3,1.0,0.5,0,Lukas,1.0,602,False,,,45,76306.jpg,1.7,Rupp,0.0,False,,a,14,45,10,1261,7,518,19,0.2,2.2,Rupp,336,0,0,1,6,0,0,0,0,0,0,0,40,31.8,64.3,71.0,16.4
100,100,178304,0,0,-5,5,1,4,1.0,1.5,0,Lys,1.0,70,False,,2019-12-08T16:00:13.029423Z,45,178304.jpg,3.1,Mousset,2.3,False,,a,15,49,71,782026,701,677739,1492,0.2,15.8,Mousset,1009,5,4,3,11,0,0,0,1,0,0,9,214,267.4,161.1,472.0,89.0
75,100,63426,0,0,1,-1,1,2,3.5,5.2,6,Enda,4.7,291,False,Calf injury - 75% chance of playing,2020-03-07T17:30:22.251104Z,51,63426.jpg,3.9,Stevens,2.9,False,,d,15,49,110,413915,657,248364,1433,0.9,21.6,Stevens,2445,2,2,10,25,0,0,0,5,0,0,8,498,517.4,474.8,255.0,124.8
,,87121,0,0,-3,3,0,2,0.0,0.5,0,Kieron,0.0,292,False,,,42,87121.jpg,0.0,Freeman,0.1,False,,a,15,49,0,4756,10,10922,24,0.0,0.0,Freeman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
,,146610,0,0,2,-2,1,2,3.3,3.8,6,Jack,3.3,293,False,,,47,146610.jpg,3.4,O'Connell,3.5,False,,a,15,49,96,428167,971,214002,867,0.7,20.4,O'Connell,2520,0,1,10,25,0,0,0,3,0,0,6,483,507.0,228.0,236.0,97.2
,,82691,0,0,6,-6,1,2,3.3,3.8,6,George,3.3,294,False,,,51,82691.jpg,4.1,Baldock,11.2,False,,a,15,49,115,1299618,3072,540158,2410,0.6,22.5,Baldock,2520,2,4,10,25,0,0,0,6,0,0,7,456,435.8,320.5,192.0,94.9
100,100,108416,0,0,1,-1,0,2,4.7,5.2,6,John,4.7,295,False,,2019-11-18T23:00:14.538560Z,46,108416.jpg,3.5,Egan,2.4,False,,a,15,49,94,240901,1070,88133,594,1.0,20.4,Egan,2418,0,1,10,22,0,0,0,2,0,0,4,445,444.6,12.6,372.0,83.0
0,0,18832,0,0,-1,1,0,2,0.0,0.0,0,Richard,0.0,296,False,Contract terminated by mutual consent on 10/1,2020-01-10T20:30:14.424021Z,39,18832.jpg,0.0,Stearman,2.1,False,,u,15,49,0,130746,77,175147,363,0.0,0.0,Stearman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
100,100,153723,0,0,8,-8,5,2,6.7,7.2,12,John,6.7,297,False,,2019-12-29T18:30:20.904666Z,48,153723.jpg,4.7,Lundstram,38.5,False,,a,15,49,128,3655865,13719,1586863,1544,1.4,26.7,Lundstram,2065,4,4,9,20,0,0,0,4,0,0,15,463,423.4,345.2,393.0,116.5
100,100,18867,0,0,-4,4,1,4,6.7,7.2,9,Billy,6.7,298,False,,2019-09-14T17:00:16.602437Z,56,18867.jpg,2.2,Sharp,0.4,False,,a,15,49,40,68747,1887,105774,150,1.2,7.1,Sharp,660,3,0,2,6,0,0,0,1,1,0,9,122,132.6,139.9,251.0,51.7
100,100,213280,0,0,-2,2,0,1,0.0,0.5,0,Jake,0.0,299,False,,2019-10-21T21:30:15.275741Z,43,213280.jpg,0.0,Eastwood,0.1,False,,a,15,49,0,2150,5,14062,13,0.0,0.0,Eastwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,59614,0,0,-3,3,0,3,0.0,0.0,0,Mark,0.0,300,False,Joined ADO Den Haag on loan until the end of the season on 31/1. - Expected back 01 Jul,2019-08-08T17:30:15.368429Z,52,59614.jpg,0.0,Duffy,0.0,False,,n,15,49,0,312,1,5228,2,0.0,0.0,Duffy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
100,100,47247,0,0,0,0,4,3,2.3,2.8,3,John,2.3,301,False,,2019-12-14T17:00:24.844524Z,50,47247.jpg,3.8,Fleck,5.6,False,,a,15,49,94,796456,1864,410566,3255,0.5,18.8,Fleck,2188,5,2,8,21,0,0,0,7,0,0,13,425,494.0,578.8,415.0,149.0
,,79934,0,0,-1,1,1,3,2.3,2.8,3,Oliver,2.3,302,False,,,49,79934.jpg,2.8,Norwood,0.5,False,,a,15,49,77,61610,184,55179,223,0.5,15.7,Norwood,2373,1,2,10,25,0,0,0,6,0,0,6,446,500.6,655.9,100.0,125.7
100,100,27436,0,0,-1,1,0,4,0.7,1.2,1,David,0.7,303,False,,2020-01-18T17:00:22.896052Z,54,27436.jpg,2.0,McGoldrick,0.2,False,,a,15,49,42,44226,32,50804,24,0.1,7.8,McGoldrick,1349,0,2,5,13,0,0,0,2,0,0,3,109,206.4,195.3,439.0,83.9
,,40386,0,0,0,0,0,2,3.7,4.2,7,Chris,3.7,423,False,,,45,40386.jpg,3.2,Basham,1.4,False,,a,15,49,90,145098,1215,61479,325,0.8,20.0,Basham,2432,0,0,10,25,0,0,0,4,0,0,4,457,498.2,143.5,89.0,73.3
100,100,74854,0,0,-2,2,0,1,0.0,0.5,0,Simon,0.0,436,False,,2019-12-22T12:00:21.115265Z,43,74854.jpg,1.0,Moore,0.1,False,,a,15,49,1,3774,5,6647,5,0.0,0.2,Moore,90,0,0,0,3,0,0,0,0,0,2,0,9,7.8,0.0,0.0,0.8
,,49083,0,0,-4,4,0,3,0.0,0.5,0,Luke,0.0,441,False,,,51,49083.jpg,1.2,Freeman,0.1,False,,a,15,49,11,3788,14,9868,12,0.0,2.2,Freeman,322,0,0,1,4,0,0,0,2,0,0,0,32,43.6,75.1,17.0,13.6
,,7645,0,0,-3,3,0,2,0.0,0.5,0,Phil,0.0,444,False,,,42,7645.jpg,1.0,Jagielka,0.3,False,,a,15,49,4,16446,16,46634,36,0.0,1.0,Jagielka,128,0,0,0,3,0,0,0,0,0,0,0,31,39.0,4.7,2.0,4.5
0,0,171975,0,0,-5,5,1,3,0.0,0.0,0,Callum,0.0,453,False,Joined West Bromwich Albion on loan until the end of the season on 29/1. - Expected back 01 Jul,2020-01-29T10:30:22.129197Z,50,171975.jpg,2.1,Robinson,0.2,False,,n,15,49,33,49864,0,97119,34,0.0,6.6,Callum Robinson,669,1,2,2,6,0,0,0,1,0,0,1,73,79.8,72.8,156.0,30.4
0,0,90518,0,0,-4,4,0,3,0.0,0.0,0,Ravel,0.0,456,False,Joined Middlesbrough on loan until the end of the season on 31/1. - Expected back 01 Jul,2020-01-31T21:00:15.307952Z,46,90518.jpg,1.0,Morrison,0.1,False,,n,15,49,1,4275,0,13855,5,0.0,0.2,Morrison,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6,4.0,0.2
100,100,172649,0,0,7,-7,3,1,3.7,4.2,7,Dean,3.7,471,False,,2019-11-09T17:30:13.445733Z,52,172649.jpg,4.5,Henderson,16.1,False,,a,15,49,122,1541253,6592,551543,1560,0.7,23.5,Henderson,2430,0,1,10,22,0,1,0,2,0,70,11,513,518.0,0.0,18.0,53.7
,,167878,0,0,-3,3,0,3,0.7,1.2,1,Ben,0.7,472,False,,,47,167878.jpg,1.0,Osborn,0.0,False,,a,15,49,7,1342,9,3088,9,0.1,1.5,Osborn,126,0,0,0,0,0,0,0,0,0,0,0,33,28.4,26.1,8.0,6.3
75,100,169432,0,0,-3,3,0,4,1.5,2.5,2,Oliver,2.0,501,False,Knock - 75% chance of playing,2020-03-07T17:30:22.692510Z,57,169432.jpg,2.2,McBurnie,0.2,False,,d,15,49,58,40693,28,37046,338,0.4,10.2,McBurnie,1428,4,0,7,15,0,0,0,3,0,0,4,195,299.0,131.8,604.0,103.3
100,100,194126,0,0,-1,1,0,1,0.0,0.5,0,Michael,0.0,521,False,,2020-01-05T22:00:20.835811Z,44,194126.jpg,0.0,Verrips,0.0,False,,a,15,49,0,1182,12,2092,4,0.0,0.0,Verrips,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
100,100,87447,0,0,-1,1,0,3,0.0,0.5,0,Muhamed,0.0,522,False,,2019-09-19T11:30:17.999997Z,44,87447.jpg,1.0,Bešić,0.1,False,,a,15,49,9,9886,21,17480,18,0.0,2.0,Bešić,243,0,0,0,2,0,0,0,2,0,0,0,40,34.2,21.5,29.0,8.5
,,18440,0,0,-1,1,0,4,0.0,0.5,0,Leon,0.0,547,False,,,44,18440.jpg,1.0,Clarke,0.1,False,,a,15,49,1,12384,24,9842,30,0.0,0.2,Clarke,13,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,0.3,4.0,0.3
,,49384,0,0,0,0,0,3,0.0,0.5,0,Jack,0.0,591,False,,,45,49384.jpg,0.0,Rodwell,0.0,False,,a,15,49,0,1020,8,557,5,0.0,0.0,Rodwell,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
,,83427,0,0,0,0,0,2,0.0,0.5,0,Jack,0.0,611,False,,,40,83427.jpg,0.0,Robinson,0.0,False,,a,15,49,0,1928,29,745,28,0.0,0.0,Jack Robinson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
,,207189,0,0,-1,1,0,3,1.7,2.2,1,Sander,1.7,621,False,,,49,207189.jpg,2.0,Berge,0.1,False,,a,15,49,8,11722,33,5018,148,0.3,1.6,Berge,208,0,0,1,2,0,0,0,0,0,0,0,25,25.4,6.5,16.0,4.9
,,147612,-1,1,-3,3,0,4,0.0,0.5,0,Richairo,0.0,622,False,,,47,147612.jpg,0.0,Zivkovic,0.0,False,,a,15,49,0,1659,12,1135,30,0.0,0.0,Zivkovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
,,222786,0,0,0,0,0,2,0.0,0.5,0,Panagiotis,0.0,625,False,,,45,222786.jpg,0.0,Retsos,0.0,False,,a,15,49,0,197,5,104,7,0.0,0.0,Retsos,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
100,100,93100,0,0,-4,4,2,2,0.2,-0.3,0,Jannik,0.2,304,False,,2020-01-23T20:00:20.107755Z,46,93100.jpg,2.8,Vestergaard,2.0,False,,a,16,20,39,521326,31,448738,260,0.0,8.5,Vestergaard,1135,1,0,3,23,0,0,0,2,0,0,6,217,271.0,66.8,147.0,48.5
100,100,40146,0,0,-2,2,0,2,2.5,2.0,2,Ryan,2.5,305,False,,2019-10-25T21:00:19.447070Z,48,40146.jpg,2.0,Bertrand,0.9,False,,a,16,20,49,62727,99,78933,293,0.5,10.2,Bertrand,2022,1,1,4,45,0,0,0,3,1,0,0,302,321.0,442.7,181.0,94.6
